Index,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,Mid,Share,Comment,Good
54,桜花兔-Rita,广东深圳,female,Lv.14,304,137,216,2018-12-08 14:37:00,2019-03-20 02:04:14,feed,🇯🇵花王curel珂润保湿泡沫洗面奶，弱酸性，🈚️无香料无着色敏感肌可用❗️超丰富细腻的泡沫☁️，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干净净​展开全文c,4314963977556746.0,0,0,0
55,八月的吖,广东,female,Lv.9,195,884,233,2018-12-08 13:45:00,2019-03-20 02:05:04,feed,🇯🇵花王curel珂润保湿泡沫洗面奶，弱酸性，🈚️无香料无着色敏感肌可用❗️超丰富细腻的泡沫☁️，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。感觉每个毛孔都被洗的干干净净​展开全文c,4314950933663087.0,0,1,0
56,SUGI藥局,no location,female,Lv.5,35,21422,197,2018-12-08 13:03:00,2019-03-20 02:05:07,feed,【男士护肤】小仙女们总会准备万全的护肤护发产品，男士们却总会忽视自己的皮肤护理问题呢，国内市面上针对男士护理的产品种类也相对较少，来看看SUGI酱专门为男士总结的洗护系列吧！临近年底，小仙女们也可以给另一半和爸爸准备一份贴心小礼物呀～#SUGI药局##免税##男士护发#1资生堂uno​展开全文c,4314940238153532.0,1,0,3
57,ming816817,河北廊坊,female,Lv.4,65,162,1017,2018-12-08 11:12:00,2019-03-20 02:05:10,feed,💰45👏👏珂润水乳！强烈推荐！🇯🇵花王柯润，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤品​展开全文c,4314912349728775.0,0,0,0
58,米奇香港站,广东,female,Lv.9,57,211,2521,2018-12-07 22:52:00,2019-03-20 02:05:20,feed,#米奇香港站#珂润水乳！强烈推荐！🇯🇵花王柯润，其实珂润的产品非常好用，且平价‼️专门针对敏感肌，干燥肌，用过的都说好！质地偏薄，用完皮肤像喝饱了水一样💧抗衰，消炎，滋润，让你从根本上解决皮肤问题。它是日本花王研究室专门为敏感肌肤设计的护肤品，CUREL是日本销量No.1敏感肌肤品牌​展开全文c,4314726114434466.0,0,0,0
59,米奇香港站,广东,female,Lv.9,57,211,2521,2018-12-07 22:51:00,2019-03-20 02:05:22,feed,#米奇香港站#日本🇯🇵花王Curel珂润润浸保湿面霜40ml综合面霜类的cosme大赏第一！质地就是传统的面霜质地，丝质柔滑白色奶油，我一直想说其实霜状的面霜比凝胶和啫哩状的面霜好吸收多了，推开，揉进肌肤瞬间的事情，一年四季都好用，只要你感觉皮肤干躁不适敏感都可以狠狠的糊这个一坨，完全不​展开全文c,4314725871247413.0,0,0,0
60,鱼q韩代-代购,湖南,female,Lv.39,416,7130,25327,2018-12-07 21:31:00,2019-03-20 02:05:23,feed,现货💰140不包邮🉐️日本🇯🇵Curel珂润保湿面霜🔻，性价比之王，这个面霜真的是不知卖了多少，回购也数不清，是那种平价但是贵妇都夸好的面霜，成分在日系面霜中算最简洁的了，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，适合换季，便宜又好用的面霜，保湿性超​展开全文c,4314705696904877.0,0,0,0
61,用户5313557191,其他,female,Lv.4,26,10,150,2018-12-07 17:45:00,2019-03-20 02:05:29,feed,💰149代下🇯🇵Curel珂润润浸保湿面霜40g🐨考拉发货🌟综合面霜类的cosme大赏第一！质地就是传统的面霜质地✨丝质柔滑白色奶油，我一直想说其实霜状的面霜比凝胶和啫哩状的面霜好吸收多了✨推开✨揉进肌肤瞬间的事情✨一年四季都好用，只要你感觉皮肤干躁不适敏感都可以狠狠的糊这个一坨​展开全文c,4314648859445906.0,0,0,0
62,用户6106669298,其他,female,Lv.6,275,10,95,2018-12-07 14:46:00,2019-03-20 02:05:31,feed,推荐给敏感肌们！现货🇯🇵日本curel珂润保湿泡沫洗面奶150ml，挤出来全是泡泡哦～敏感肌干燥肌推荐！弱酸性，🙅无香料、无着色✔️超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，打出的是立体的泡泡，基本无味，用起来非常清爽，很舒服。感觉每个毛​展开全文c,4314603892945391.0,0,0,0
63,风凡世界·洋葱OMALL,广东中山,male,Lv.9,126,156,745,2018-12-07 13:02:00,2019-03-20 02:05:34,feed,今日头条☞⚛️珂润面霜⚛️号称“干敏皮亲妈”和“冬日平价保湿之王”🔷Curel珂润面霜富含Ceramide神经酰胺成分，其口碑及影响力一直是敏感肌人士最安心的选择。🔷在寒风凛冽、空气干燥的秋冬时分，将水润滋养成分充分渗透到角质层内，使肌肤不会轻易受外部刺激影响，持久保持水润弹性的状态​展开全文c,4314577695239132.0,0,0,0
64,香港代购lescar精致店,其他,male,Lv.9,181,479,7573,2018-12-07 12:50:00,2019-03-20 02:05:36,feed,CUREL珂润润唇膏给你一整天的滋润、珂润浸润保湿唇膏！无添加无刺激，孕妇和敏感肌肤都可使用！针对角质层较薄的唇部，添加了滋润成分——润浸保湿神经酰胺功能成分和由植物提取的保持滋润成分，能有效渗透至唇部角质层，提高双唇的水润密度。防止嘴唇粗糙、干裂。针对干燥敏感的双唇，能温和地紧密贴​展开全文c,4314574641358435.0,0,0,0
65,英国Winishop日韩美妆网,海外,female,Lv.37,5080,8242,4669,2018-12-07 02:33:00,2019-03-20 02:05:44,feed,#英国WINISHOP日韩美妆网#敏感肌救星🇯🇵花王Curel敏感肌珂润豐盈泡沫潔面乳150ml🌟珂润是日本花王旗下专为敏感肌设计的品牌#curel英国#它比一般洗面奶表现更持久，更丰盈～用后感觉舒爽水润，减少引起肌肤敏感#英国日代#同时守护肌肤内的天然保湿元素❤商品链接：O网页链接​展开全文c,4314419498290460.0,0,0,1
66,用户6560140865,其他,female,Lv.3,75,3,3,2018-12-07 00:48:00,2019-03-20 02:05:47,feed,花王curel珂潤保濕泡沫洗面奶150ml，推薦給敏感肌們～弱酸性，無香料無著色！超豐富細膩的泡沫，絕對是值得擁有的一款潔面產品。泡沫很綿密，用完臉上不緊繃，皮膚滑滑的，不油膩，很溫和。打出的是立體的泡泡，味道很香，很好聞，用起來非常清爽，很舒服。非常適合乾皮，敏感肌。好不好看評測哦我不是​展开全文c,4314393032393235.0,0,0,0
67,蟹老板小买手,香港其他,female,Lv.42,2803,1519,18734,2018-12-06 15:13:00,2019-03-20 02:05:50,feed,Curel珂润紧致抗衰老弹力保湿面霜40gCurel珂润最新出的紫色抗初老系列，在原有保湿修复的基础上强化了抗老紧致的功效，保湿滋润和修复的功效比基础系列做的更好，妈妈级的皮肤一般会比较干，如果想送妈妈或者想要抗初老，那是个性价比很高的选择，特润型也很好吸收，质感很水润，一点都不厚重保湿炒​展开全文c,4314248325213649.0,0,0,0
68,蟹老板小买手,香港其他,female,Lv.42,2803,1519,18734,2018-12-06 15:13:00,2019-03-20 02:05:53,feed,推荐花王curel珂润保湿泡沫洗面奶150ml推荐给敏感肌们～弱酸性，无香料无着色！超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻，用起来非常清爽，很舒服。非常适合干皮，敏感肌。好不好看评测哦我​展开全文c,4314248219857991.0,0,0,0
69,蟹老板小买手,香港其他,female,Lv.42,2803,1519,18734,2018-12-06 15:13:00,2019-03-20 02:05:55,feed,KaoCurel花王珂润润浸保湿滋养面霜40g～干燥性敏感肌不孤独‼️日本cosme大赏面霜第一位👑这款乳霜是花王珂润系列中cosme评分最高的一款产品，成分在日系面霜中算最简洁的，对修复皮脂膜有非常好的功效。本身这个系列就是针对敏感干燥肌肤所研发，肌肤干燥脆弱、皮薄有红血丝的人群一定要试试这款​展开全文c,4314248165554213.0,0,0,0
70,蟹老板小买手,香港其他,female,Lv.42,2803,1519,18734,2018-12-06 15:12:00,2019-03-20 02:07:46,feed,日本花王Curel珂润温和浸润保湿补水乳液*敏感肌专用120ml😘配合滋润保湿成分[浸透保湿功能性神经酰胺、🐳桉树提取物]能够更深层的渗透至整个角质层。🌷并形成保护膜抵抗外部刺激、🌹满满的润泽感调整肌肤水分平衡、平滑肌肤纹理🍎。消炎剂配合🌹防止肌肤变粗糙。渗透力强非常容易吸收，​展开全文c,4314248106762664.0,0,0,0
71,小mm代购ing,浙江温州,female,Lv.26,333,263,3056,2018-12-06 14:53:00,2019-03-20 02:08:06,feed,12.13✈️日本预定✨天气冷就必须擦面霜呀！！它拿下17年cosme面霜类第一（高端部门）第一名珂润，第二名polaapex，第三名lamer。❤️curel日本本土珂润面霜，珂润面霜高保湿面霜。花王旗下的珂润，为敏感干燥肌而生的品牌。弱酸性配方，日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质地，清爽​展开全文c,4314243245703093.0,0,0,1
72,李公子_LILI,海外日本,female,Lv.25,151,8061,226,2018-12-05 22:08:00,2019-03-20 02:08:33,feed,自认为对卸妆要求还是比较高比较上心，但不知道买的时候怎么就看不清楚是油还是凝胶还是乳呢，除了fancl那个卸妆油别人送的以外，这两个curel我硬是睁着眼睛买错了，一个是油一个是凝胶，但是用了之后居然没有那么讨厌，不是那种油油堵塞毛孔的类型，所以没扔用到现在也没什么毛病，我一直拒绝用卸妆油​展开全文c,4313990362159103.0,0,0,1
73,日本代购西米,海外日本,female,Lv.27,178,373875,7806,2018-12-05 21:55:00,2019-03-20 02:08:55,feed,现货不多啦🎀Curel珂润润浸保湿面霜综合面霜类的cosme大赏第一质地就是传统的面霜质地丝质柔滑白色奶油霜状的面霜比凝胶和啫哩状的面霜好吸收多了推开揉进肌肤瞬间的事情一年四季都好用只要你感觉皮肤干躁不适敏感都可以狠狠的糊这个一坨完全不油腻保湿又滋润绝对值得推荐孕妇敏感​展开全文c,4313987124306327.0,0,0,0
74,一个被吃吃吃拐走的代购慕,广东深圳,male,Lv.9,25,1548,235,2018-12-05 17:55:00,2019-03-20 02:09:16,feed,珂润面霜，敏感肌一定要备一瓶。它拿下17年cosme面霜类第一（高端部门）第一名珂润，第二名polaapex，第三名lamer。❤️curel日本本土珂润面霜，珂润面霜高保湿面霜。花王旗下的珂润，为敏感干燥肌而生的品牌。弱酸性配方，日本皮肤科医生推荐，尤其适合干燥敏感皮肤。奶油质地，清爽不油腻～混油和​展开全文c,4313926554125877.0,0,0,0
75,Curel珂润,no location,female,Lv.41,146,44572,6401,2018-12-05 17:54:00,2019-03-20 02:09:36,feed,你对珂润产品足够了解吗，你掌握“珂”学护肤的正确方法了吗？通过几道护肤试题小测一下便知晓~即日起至12月9日，关注珂润官方微博@Curel珂润，并在此条微博评论区内，按照以下3道题目的顺序回复你认为正确的答案选项，即可向珂润好礼发起冲击！活动时间：2018年12月05日-2018年12月09日活动奖品：​展开全文c,4313926445625004.0,39,130,22
76,Caiping是代购呀,海外其他,female,Lv.33,411,4092,5943,2018-12-05 15:06:00,2019-03-20 02:10:00,feed,日本Curel珂润紧致抗皱面霜紫色升级版新登场✨珂润连续登上cosme面霜榜终于出新招！也可以说是相当平价的一款面霜啦👏和以往的白包装不同的是新款紫色包装哦，这款紫色40g面霜主打抗皱紧致皮肤，修复肌底弹性纤维，高浓度保湿💦肌肤滋润富有弹性，过敏肌肤者也可以用哦，具有很强的抗敏性👏👏​展开全文c,4313884229404039.0,0,0,0
77,萱s日本直邮店,海外日本,female,Lv.48,882,13307,23470,2018-12-05 12:23:00,2019-03-20 02:10:19,feed,【12.5现货店每日特价】1.【日本拼邮【国内现货】CANMAKE/井田唇部遮瑕膏/唇棒滋润打底膏】日本拼邮【国内现货】CANMAKE/井田唇部遮瑕膏/唇棒滋润打底膏点击链接，再选择浏览器咑閞；或復·制这段描述￥pdnTbOOHI6Q￥后到👉淘♂寳♀👈2.【日本拼邮【国内现货】CANMAKE/井田棉花糖粉饼保湿遮瑕】日本拼邮【国内现货】CANMAKE/井田棉花糖粉饼保湿遮瑕点击链接，再​展开全文c,4313843175680696.0,0,0,0
78,嘀嘀麦姐,福建,female,Lv.8,10,33,87,2018-12-05 11:35:00,2019-03-20 02:10:41,feed,(敏感肌)【花王】curel珂润化妆水150ml1号清爽型(中性至油性适用)2号标准滋润(中性、偏干、混合性适用)3号滋润型(干性适用)珂润是花王旗下专为敏感肌设计的品牌花王公司独有的Ceramido(神经酰胺)它是干燥性敏感皮肤缺少的必需成分，能渗入到肌肤深层，抵御外部刺激，将水润填满角质细胞间的空隙配合消​展开全文c,4313831053848402.0,0,0,0
79,巴黎草莓美妝,no location,male,Lv.47,364,77964,10891,2018-12-05 11:26:00,2019-03-20 02:10:56,feed,#花王curel珂润保湿泡沫洗面奶#弱酸性无香料无着色敏感肌可用超丰富细腻的泡沫，绝对是值得拥有的一款洁面产品。泡沫很绵密，用完脸上不紧绷，皮肤滑滑的，不油腻，很温和。打出的是立体的泡泡，味道很香，很好闻用起来非常清爽，很舒服~感觉每个毛孔都被洗的干干净净的~孕妇也能用​展开全文c,4313828672052788.0,0,0,1
80,毛毛北海道日本代购,海外日本,female,Lv.48,1341,224315,104526,2018-12-05 10:38:00,2019-03-20 02:11:10,feed,curel面霜。蝉联三届COSME面霜类大奖的珂润润浸保湿滋养乳霜，秋冬干燥季必备~有效成分是神经酰胺和桉树精华，主打敏感和保湿而且温和，润泽成分含桉树提取物，能深入浸透至角质层内部，强化角质层抵御外部刺激。迅速渗透到肌肤内层，补充肌肤水分，收敛。调整肌肤角质层，容易推开，揉进肌肤是瞬间的​展开全文c,4313816701502931.0,0,6,0
81,靓妆伊人美妆,广东广州,female,Lv.28,133,1009,10962,2018-12-04 22:32:00,2019-03-20 02:11:32,feed,一到换季就涨价！珂润面霜！日本🇯🇵花王Curel珂润润浸保湿面霜40ml，综合面霜类的cosme大赏第一！质地就是传统的面霜质地，丝质柔滑白色奶油，我一直想说其实霜状的面霜比凝胶和啫哩状的面霜好吸收多了，推开，揉进肌肤瞬间的事情，一年四季都好用，只要你感觉皮肤干躁不适敏感都可以狠狠的糊这个​展开全文c,4313633909737651.0,0,0,0
82,DidiLam迪迪,香港其他,female,Lv.4,47,10,33,2018-12-04 21:43:00,2019-03-20 02:11:54,feed,转季期间皮肤出现敏感，除了去看医生，皮肤护理还是回归简单自然比较好，用上#curel##香港##香港手信##日本製##日本美妆#一些配方比较天然和滋润的，为皮肤保充水份最重要~最近都在用Curel秋冬护肤系列，这套东西实在来得合时，从根本改善干燥性敏感肌肤荐给极干燥及敏感肌肤朋友，#curel#curelh​展开全文c,4313621608053632.0,0,0,0
